generation_id,operation_id,every_km,every_months,source
288,29,30000,,template_chinese_crossover
288,30,20000,,template_chinese_crossover
288,31,,6,template_chinese_crossover
288,32,,24,template_chinese_crossover
289,1,10000,12,template_chinese_crossover
289,2,60000,48,template_chinese_crossover
289,4,60000,48,template_chinese_crossover
289,5,40000,24,template_chinese_crossover
289,7,40000,36,template_chinese_crossover
289,9,10000,12,template_chinese_crossover
289,10,20000,24,template_chinese_crossover
289,11,10000,12,template_chinese_crossover
289,12,40000,48,template_chinese_crossover
289,13,40000,,template_chinese_crossover
289,14,60000,,template_chinese_crossover
289,15,80000,,template_chinese_crossover
289,19,80000,60,template_chinese_crossover
289,20,80000,,template_chinese_crossover
289,21,60000,60,template_chinese_crossover
289,23,,48,template_chinese_crossover
289,25,,12,template_chinese_crossover
289,26,,12,template_chinese_crossover
289,28,10000,12,template_chinese_crossover
289,29,30000,,template_chinese_crossover
289,30,20000,,template_chinese_crossover
289,31,,6,template_chinese_crossover
289,32,,24,template_chinese_crossover
290,1,10000,12,template_chinese_crossover
290,2,60000,48,template_chinese_crossover
290,4,60000,48,template_chinese_crossover
290,5,40000,24,template_chinese_crossover
290,7,40000,36,template_chinese_crossover
290,9,10000,12,template_chinese_crossover
290,10,20000,24,template_chinese_crossover
290,11,10000,12,template_chinese_crossover
290,12,40000,48,template_chinese_crossover
290,13,40000,,template_chinese_crossover
290,14,60000,,template_chinese_crossover
290,15,80000,,template_chinese_crossover
290,19,80000,60,template_chinese_crossover
290,20,80000,,template_chinese_crossover
290,21,60000,60,template_chinese_crossover
290,23,,48,template_chinese_crossover
290,25,,12,template_chinese_crossover
290,26,,12,template_chinese_crossover
290,28,10000,12,template_chinese_crossover
290,29,30000,,template_chinese_crossover
290,30,20000,,template_chinese_crossover
290,31,,6,template_chinese_crossover
290,32,,24,template_chinese_crossover
291,1,10000,12,template_chinese_crossover
291,2,60000,48,template_chinese_crossover
291,4,60000,48,template_chinese_crossover
291,5,40000,24,template_chinese_crossover
291,7,40000,36,template_chinese_crossover
291,9,10000,12,template_chinese_crossover
291,10,20000,24,template_chinese_crossover
291,11,10000,12,template_chinese_crossover
291,12,40000,48,template_chinese_crossover
291,13,40000,,template_chinese_crossover
291,14,60000,,template_chinese_crossover
291,15,80000,,template_chinese_crossover
291,19,80000,60,template_chinese_crossover
291,20,80000,,template_chinese_crossover
291,21,60000,60,template_chinese_crossover
291,23,,48,template_chinese_crossover
291,25,,12,template_chinese_crossover
291,26,,12,template_chinese_crossover
291,28,10000,12,template_chinese_crossover
291,29,30000,,template_chinese_crossover
291,30,20000,,template_chinese_crossover
291,31,,6,template_chinese_crossover
291,32,,24,template_chinese_crossover
292,1,10000,12,template_chinese_crossover
292,2,60000,48,template_chinese_crossover
292,4,60000,48,template_chinese_crossover
292,5,40000,24,template_chinese_crossover
292,7,40000,36,template_chinese_crossover
292,9,10000,12,template_chinese_crossover
292,10,20000,24,template_chinese_crossover
292,11,10000,12,template_chinese_crossover
292,12,40000,48,template_chinese_crossover
292,13,40000,,template_chinese_crossover
292,14,60000,,template_chinese_crossover
292,15,80000,,template_chinese_crossover
292,19,80000,60,template_chinese_crossover
292,20,80000,,template_chinese_crossover
292,21,60000,60,template_chinese_crossover
292,23,,48,template_chinese_crossover
292,25,,12,template_chinese_crossover
292,26,,12,template_chinese_crossover
292,28,10000,12,template_chinese_crossover
292,29,30000,,template_chinese_crossover
292,30,20000,,template_chinese_crossover
292,31,,6,template_chinese_crossover
292,32,,24,template_chinese_crossover
293,1,10000,12,template_chinese_crossover
293,2,60000,48,template_chinese_crossover
293,4,60000,48,template_chinese_crossover
293,5,40000,24,template_chinese_crossover
293,7,40000,36,template_chinese_crossover
293,9,10000,12,template_chinese_crossover
293,10,20000,24,template_chinese_crossover
293,11,10000,12,template_chinese_crossover
293,12,40000,48,template_chinese_crossover
293,13,40000,,template_chinese_crossover
293,14,60000,,template_chinese_crossover
293,15,80000,,template_chinese_crossover
293,19,80000,60,template_chinese_crossover
293,20,80000,,template_chinese_crossover
293,21,60000,60,template_chinese_crossover
293,23,,48,template_chinese_crossover
293,25,,12,template_chinese_crossover
293,26,,12,template_chinese_crossover
293,28,10000,12,template_chinese_crossover
293,29,30000,,template_chinese_crossover
293,30,20000,,template_chinese_crossover
293,31,,6,template_chinese_crossover
293,32,,24,template_chinese_crossover
294,2,60000,48,template_chinese_passenger+ev_override
294,4,60000,48,template_chinese_passenger+ev_override
294,5,40000,24,template_chinese_passenger+ev_override
294,10,20000,24,template_chinese_passenger+ev_override
294,11,10000,12,template_chinese_passenger+ev_override
294,13,40000,,template_chinese_passenger+ev_override
294,14,60000,,template_chinese_passenger+ev_override
294,15,80000,,template_chinese_passenger+ev_override
294,23,,48,template_chinese_passenger+ev_override
294,25,,12,template_chinese_passenger+ev_override
294,26,,12,template_chinese_passenger+ev_override
294,28,10000,12,template_chinese_passenger+ev_override
294,30,20000,,template_chinese_passenger+ev_override
294,31,,6,template_chinese_passenger+ev_override
294,32,,24,template_chinese_passenger+ev_override
295,2,60000,48,template_chinese_passenger+ev_override
295,4,60000,48,template_chinese_passenger+ev_override
295,5,40000,24,template_chinese_passenger+ev_override
295,10,20000,24,template_chinese_passenger+ev_override
295,11,10000,12,template_chinese_passenger+ev_override
295,13,40000,,template_chinese_passenger+ev_override
295,14,60000,,template_chinese_passenger+ev_override
295,15,80000,,template_chinese_passenger+ev_override
295,23,,48,template_chinese_passenger+ev_override
295,25,,12,template_chinese_passenger+ev_override
295,26,,12,template_chinese_passenger+ev_override
295,28,10000,12,template_chinese_passenger+ev_override
295,30,20000,,template_chinese_passenger+ev_override
295,31,,6,template_chinese_passenger+ev_override
295,32,,24,template_chinese_passenger+ev_override
296,2,60000,48,template_chinese_passenger+ev_override
296,4,60000,48,template_chinese_passenger+ev_override
296,5,40000,24,template_chinese_passenger+ev_override
296,10,20000,24,template_chinese_passenger+ev_override
296,11,10000,12,template_chinese_passenger+ev_override
296,13,40000,,template_chinese_passenger+ev_override
296,14,60000,,template_chinese_passenger+ev_override
296,15,80000,,template_chinese_passenger+ev_override
296,23,,48,template_chinese_passenger+ev_override
296,25,,12,template_chinese_passenger+ev_override
296,26,,12,template_chinese_passenger+ev_override
296,28,10000,12,template_chinese_passenger+ev_override
296,30,20000,,template_chinese_passenger+ev_override
296,31,,6,template_chinese_passenger+ev_override
296,32,,24,template_chinese_passenger+ev_override
297,2,60000,48,template_chinese_crossover+ev_override
297,4,60000,48,template_chinese_crossover+ev_override
297,5,40000,24,template_chinese_crossover+ev_override
297,7,40000,36,template_chinese_crossover+ev_override
297,10,20000,24,template_chinese_crossover+ev_override
297,11,10000,12,template_chinese_crossover+ev_override
297,13,40000,,template_chinese_crossover+ev_override
297,14,60000,,template_chinese_crossover+ev_override
297,15,80000,,template_chinese_crossover+ev_override
297,23,,48,template_chinese_crossover+ev_override
297,25,,12,template_chinese_crossover+ev_override
297,26,,12,template_chinese_crossover+ev_override
297,28,10000,12,template_chinese_crossover+ev_override
297,29,30000,,template_chinese_crossover+ev_override
297,30,20000,,template_chinese_crossover+ev_override
297,31,,6,template_chinese_crossover+ev_override
297,32,,24,template_chinese_crossover+ev_override
298,2,60000,48,template_chinese_crossover+ev_override
298,4,60000,48,template_chinese_crossover+ev_override
298,5,40000,24,template_chinese_crossover+ev_override
298,7,40000,36,template_chinese_crossover+ev_override
298,10,20000,24,template_chinese_crossover+ev_override
298,11,10000,12,template_chinese_crossover+ev_override
298,13,40000,,template_chinese_crossover+ev_override
298,14,60000,,template_chinese_crossover+ev_override
298,15,80000,,template_chinese_crossover+ev_override
298,23,,48,template_chinese_crossover+ev_override
298,25,,12,template_chinese_crossover+ev_override
298,26,,12,template_chinese_crossover+ev_override
298,28,10000,12,template_chinese_crossover+ev_override
298,29,30000,,template_chinese_crossover+ev_override
298,30,20000,,template_chinese_crossover+ev_override
298,31,,6,template_chinese_crossover+ev_override
298,32,,24,template_chinese_crossover+ev_override
299,2,60000,48,template_chinese_crossover+ev_override
299,4,60000,48,template_chinese_crossover+ev_override
299,5,40000,24,template_chinese_crossover+ev_override
299,7,40000,36,template_chinese_crossover+ev_override
299,10,20000,24,template_chinese_crossover+ev_override
299,11,10000,12,template_chinese_crossover+ev_override
299,13,40000,,template_chinese_crossover+ev_override
299,14,60000,,template_chinese_crossover+ev_override
299,15,80000,,template_chinese_crossover+ev_override
299,23,,48,template_chinese_crossover+ev_override
299,25,,12,template_chinese_crossover+ev_override
299,26,,12,template_chinese_crossover+ev_override
299,28,10000,12,template_chinese_crossover+ev_override
299,29,30000,,template_chinese_crossover+ev_override
299,30,20000,,template_chinese_crossover+ev_override
299,31,,6,template_chinese_crossover+ev_override
299,32,,24,template_chinese_crossover+ev_override
300,2,60000,48,template_chinese_passenger+ev_override
300,4,60000,48,template_chinese_passenger+ev_override
300,5,40000,24,template_chinese_passenger+ev_override
300,10,20000,24,template_chinese_passenger+ev_override
300,11,10000,12,template_chinese_passenger+ev_override
300,13,40000,,template_chinese_passenger+ev_override
300,14,60000,,template_chinese_passenger+ev_override
300,15,80000,,template_chinese_passenger+ev_override
300,23,,48,template_chinese_passenger+ev_override
300,25,,12,template_chinese_passenger+ev_override
300,26,,12,template_chinese_passenger+ev_override
300,28,10000,12,template_chinese_passenger+ev_override
300,30,20000,,template_chinese_passenger+ev_override
300,31,,6,template_chinese_passenger+ev_override
300,32,,24,template_chinese_passenger+ev_override
301,1,10000,12,template_chinese_crossover
301,2,60000,48,template_chinese_crossover
301,4,60000,48,template_chinese_crossover
301,5,40000,24,template_chinese_crossover
301,7,40000,36,template_chinese_crossover
301,9,10000,12,template_chinese_crossover
301,10,20000,24,template_chinese_crossover
301,11,10000,12,template_chinese_crossover
301,12,40000,48,template_chinese_crossover
301,13,40000,,template_chinese_crossover
301,14,60000,,template_chinese_crossover
301,15,80000,,template_chinese_crossover
301,19,80000,60,template_chinese_crossover
301,20,80000,,template_chinese_crossover
301,21,60000,60,template_chinese_crossover
301,23,,48,template_chinese_crossover
301,25,,12,template_chinese_crossover
301,26,,12,template_chinese_crossover
301,28,10000,12,template_chinese_crossover
301,29,30000,,template_chinese_crossover
301,30,20000,,template_chinese_crossover
301,31,,6,template_chinese_crossover
301,32,,24,template_chinese_crossover
302,1,10000,12,template_chinese_crossover
302,2,60000,48,template_chinese_crossover
302,4,60000,48,template_chinese_crossover
302,5,40000,24,template_chinese_crossover
302,7,40000,36,template_chinese_crossover
302,9,10000,12,template_chinese_crossover
302,10,20000,24,template_chinese_crossover
302,11,10000,12,template_chinese_crossover
302,12,40000,48,template_chinese_crossover
302,13,40000,,template_chinese_crossover
302,14,60000,,template_chinese_crossover
302,15,80000,,template_chinese_crossover
302,19,80000,60,template_chinese_crossover
302,20,80000,,template_chinese_crossover
302,21,60000,60,template_chinese_crossover
302,23,,48,template_chinese_crossover
302,25,,12,template_chinese_crossover
302,26,,12,template_chinese_crossover
302,28,10000,12,template_chinese_crossover
302,29,30000,,template_chinese_crossover
302,30,20000,,template_chinese_crossover
302,31,,6,template_chinese_crossover
302,32,,24,template_chinese_crossover
303,2,60000,48,template_suv+ev_override
303,3,60000,60,template_suv+ev_override
303,4,60000,36,template_suv+ev_override
303,5,40000,24,template_suv+ev_override
303,7,40000,36,template_suv+ev_override
303,10,15000,24,template_suv+ev_override
303,11,15000,12,template_suv+ev_override
303,13,40000,,template_suv+ev_override
303,14,60000,,template_suv+ev_override
303,15,80000,,template_suv+ev_override
303,23,,36,template_suv+ev_override
303,25,,12,template_suv+ev_override
303,26,,12,template_suv+ev_override
303,28,10000,12,template_suv+ev_override
303,29,20000,,template_suv+ev_override
303,30,15000,,template_suv+ev_override
303,31,,6,template_suv+ev_override
303,32,,24,template_suv+ev_override
304,1,10000,12,template_chinese_crossover
304,2,60000,48,template_chinese_crossover
304,4,60000,48,template_chinese_crossover
304,5,40000,24,template_chinese_crossover
304,7,40000,36,template_chinese_crossover
304,9,10000,12,template_chinese_crossover
304,10,20000,24,template_chinese_crossover
304,11,10000,12,template_chinese_crossover
304,12,40000,48,template_chinese_crossover
304,13,40000,,template_chinese_crossover
304,14,60000,,template_chinese_crossover
304,15,80000,,template_chinese_crossover
304,19,80000,60,template_chinese_crossover
304,20,80000,,template_chinese_crossover
304,21,60000,60,template_chinese_crossover
304,23,,48,template_chinese_crossover
304,25,,12,template_chinese_crossover
304,26,,12,template_chinese_crossover
304,28,10000,12,template_chinese_crossover
304,29,30000,,template_chinese_crossover
304,30,20000,,template_chinese_crossover
304,31,,6,template_chinese_crossover
304,32,,24,template_chinese_crossover
305,2,60000,48,template_chinese_crossover+ev_override
305,4,60000,48,template_chinese_crossover+ev_override
305,5,40000,24,template_chinese_crossover+ev_override
305,7,40000,36,template_chinese_crossover+ev_override
305,10,20000,24,template_chinese_crossover+ev_override
305,11,10000,12,template_chinese_crossover+ev_override
305,13,40000,,template_chinese_crossover+ev_override
305,14,60000,,template_chinese_crossover+ev_override
305,15,80000,,template_chinese_crossover+ev_override
305,23,,48,template_chinese_crossover+ev_override
305,25,,12,template_chinese_crossover+ev_override
305,26,,12,template_chinese_crossover+ev_override
305,28,10000,12,template_chinese_crossover+ev_override
305,29,30000,,template_chinese_crossover+ev_override
305,30,20000,,template_chinese_crossover+ev_override
305,31,,6,template_chinese_crossover+ev_override
305,32,,24,template_chinese_crossover+ev_override
306,2,60000,48,template_chinese_crossover+ev_override
306,4,60000,48,template_chinese_crossover+ev_override
306,5,40000,24,template_chinese_crossover+ev_override
306,7,40000,36,template_chinese_crossover+ev_override
306,10,20000,24,template_chinese_crossover+ev_override
306,11,10000,12,template_chinese_crossover+ev_override
306,13,40000,,template_chinese_crossover+ev_override
306,14,60000,,template_chinese_crossover+ev_override
306,15,80000,,template_chinese_crossover+ev_override
306,23,,48,template_chinese_crossover+ev_override
306,25,,12,template_chinese_crossover+ev_override
306,26,,12,template_chinese_crossover+ev_override
306,28,10000,12,template_chinese_crossover+ev_override
306,29,30000,,template_chinese_crossover+ev_override
306,30,20000,,template_chinese_crossover+ev_override
306,31,,6,template_chinese_crossover+ev_override
306,32,,24,template_chinese_crossover+ev_override
307,1,10000,12,template_chinese_crossover
307,2,60000,48,template_chinese_crossover
307,4,60000,48,template_chinese_crossover
307,5,40000,24,template_chinese_crossover
307,7,40000,36,template_chinese_crossover
307,9,10000,12,template_chinese_crossover
307,10,20000,24,template_chinese_crossover
307,11,10000,12,template_chinese_crossover
307,12,40000,48,template_chinese_crossover
307,13,40000,,template_chinese_crossover
307,14,60000,,template_chinese_crossover
307,15,80000,,template_chinese_crossover
307,19,80000,60,template_chinese_crossover
307,20,80000,,template_chinese_crossover
307,21,60000,60,template_chinese_crossover
307,23,,48,template_chinese_crossover
307,25,,12,template_chinese_crossover
307,26,,12,template_chinese_crossover
307,28,10000,12,template_chinese_crossover
307,29,30000,,template_chinese_crossover
307,30,20000,,template_chinese_crossover
307,31,,6,template_chinese_crossover
307,32,,24,template_chinese_crossover
308,1,10000,12,template_chinese_crossover
308,2,60000,48,template_chinese_crossover
308,4,60000,48,template_chinese_crossover
308,5,40000,24,template_chinese_crossover
308,7,40000,36,template_chinese_crossover
308,9,10000,12,template_chinese_crossover
308,10,20000,24,template_chinese_crossover
308,11,10000,12,template_chinese_crossover
308,12,40000,48,template_chinese_crossover
308,13,40000,,template_chinese_crossover
308,14,60000,,template_chinese_crossover
308,15,80000,,template_chinese_crossover
308,19,80000,60,template_chinese_crossover
308,20,80000,,template_chinese_crossover
308,21,60000,60,template_chinese_crossover
308,23,,48,template_chinese_crossover
308,25,,12,template_chinese_crossover
308,26,,12,template_chinese_crossover
308,28,10000,12,template_chinese_crossover
308,29,30000,,template_chinese_crossover
308,30,20000,,template_chinese_crossover
308,31,,6,template_chinese_crossover
308,32,,24,template_chinese_crossover
309,1,10000,12,template_chinese_passenger
309,2,60000,48,template_chinese_passenger
309,4,60000,48,template_chinese_passenger
309,5,40000,24,template_chinese_passenger
309,9,10000,12,template_chinese_passenger
309,10,20000,24,template_chinese_passenger
309,11,10000,12,template_chinese_passenger
309,12,40000,48,template_chinese_passenger
309,13,40000,,template_chinese_passenger
309,14,60000,,template_chinese_passenger
309,15,80000,,template_chinese_passenger
309,19,80000,60,template_chinese_passenger
309,20,80000,,template_chinese_passenger
309,21,60000,60,template_chinese_passenger
309,23,,48,template_chinese_passenger
309,25,,12,template_chinese_passenger
309,26,,12,template_chinese_passenger
309,28,10000,12,template_chinese_passenger
309,30,20000,,template_chinese_passenger
309,31,,6,template_chinese_passenger
309,32,,24,template_chinese_passenger
310,2,60000,48,template_chinese_crossover+ev_override
310,4,60000,48,template_chinese_crossover+ev_override
310,5,40000,24,template_chinese_crossover+ev_override
310,7,40000,36,template_chinese_crossover+ev_override
310,10,20000,24,template_chinese_crossover+ev_override
310,11,10000,12,template_chinese_crossover+ev_override
310,13,40000,,template_chinese_crossover+ev_override
310,14,60000,,template_chinese_crossover+ev_override
310,15,80000,,template_chinese_crossover+ev_override
310,23,,48,template_chinese_crossover+ev_override
310,25,,12,template_chinese_crossover+ev_override
310,26,,12,template_chinese_crossover+ev_override
310,28,10000,12,template_chinese_crossover+ev_override
310,29,30000,,template_chinese_crossover+ev_override
310,30,20000,,template_chinese_crossover+ev_override
310,31,,6,template_chinese_crossover+ev_override
310,32,,24,template_chinese_crossover+ev_override
311,1,10000,12,template_chinese_crossover
311,2,60000,48,template_chinese_crossover
311,4,60000,48,template_chinese_crossover
311,5,40000,24,template_chinese_crossover
311,7,40000,36,template_chinese_crossover
311,9,10000,12,template_chinese_crossover
311,10,20000,24,template_chinese_crossover
311,11,10000,12,template_chinese_crossover
311,12,40000,48,template_chinese_crossover
311,13,40000,,template_chinese_crossover
311,14,60000,,template_chinese_crossover
311,15,80000,,template_chinese_crossover
311,19,80000,60,template_chinese_crossover
311,20,80000,,template_chinese_crossover
311,21,60000,60,template_chinese_crossover
311,23,,48,template_chinese_crossover
311,25,,12,template_chinese_crossover
311,26,,12,template_chinese_crossover
311,28,10000,12,template_chinese_crossover
311,29,30000,,template_chinese_crossover
311,30,20000,,template_chinese_crossover
311,31,,6,template_chinese_crossover
311,32,,24,template_chinese_crossover
312,2,60000,48,template_chinese_crossover+ev_override
312,4,60000,48,template_chinese_crossover+ev_override
312,5,40000,24,template_chinese_crossover+ev_override
312,7,40000,36,template_chinese_crossover+ev_override
312,10,20000,24,template_chinese_crossover+ev_override
312,11,10000,12,template_chinese_crossover+ev_override
312,13,40000,,template_chinese_crossover+ev_override
312,14,60000,,template_chinese_crossover+ev_override
312,15,80000,,template_chinese_crossover+ev_override
312,23,,48,template_chinese_crossover+ev_override
312,25,,12,template_chinese_crossover+ev_override
312,26,,12,template_chinese_crossover+ev_override
312,28,10000,12,template_chinese_crossover+ev_override
312,29,30000,,template_chinese_crossover+ev_override
312,30,20000,,template_chinese_crossover+ev_override
312,31,,6,template_chinese_crossover+ev_override
312,32,,24,template_chinese_crossover+ev_override
313,2,60000,48,template_chinese_passenger+ev_override
313,4,60000,48,template_chinese_passenger+ev_override
313,5,40000,24,template_chinese_passenger+ev_override
313,10,20000,24,template_chinese_passenger+ev_override
313,11,10000,12,template_chinese_passenger+ev_override
313,13,40000,,template_chinese_passenger+ev_override
313,14,60000,,template_chinese_passenger+ev_override
313,15,80000,,template_chinese_passenger+ev_override
313,23,,48,template_chinese_passenger+ev_override
313,25,,12,template_chinese_passenger+ev_override
313,26,,12,template_chinese_passenger+ev_override
313,28,10000,12,template_chinese_passenger+ev_override
313,30,20000,,template_chinese_passenger+ev_override
313,31,,6,template_chinese_passenger+ev_override
313,32,,24,template_chinese_passenger+ev_override
314,2,60000,48,template_chinese_crossover+ev_override
314,4,60000,48,template_chinese_crossover+ev_override
314,5,40000,24,template_chinese_crossover+ev_override
314,7,40000,36,template_chinese_crossover+ev_override
314,10,20000,24,template_chinese_crossover+ev_override
314,11,10000,12,template_chinese_crossover+ev_override
314,13,40000,,template_chinese_crossover+ev_override
314,14,60000,,template_chinese_crossover+ev_override
314,15,80000,,template_chinese_crossover+ev_override
314,23,,48,template_chinese_crossover+ev_override
314,25,,12,template_chinese_crossover+ev_override
314,26,,12,template_chinese_crossover+ev_override
314,28,10000,12,template_chinese_crossover+ev_override
314,29,30000,,template_chinese_crossover+ev_override
314,30,20000,,template_chinese_crossover+ev_override
314,31,,6,template_chinese_crossover+ev_override
314,32,,24,template_chinese_crossover+ev_override
315,2,60000,48,template_chinese_crossover+ev_override
315,4,60000,48,template_chinese_crossover+ev_override
315,5,40000,24,template_chinese_crossover+ev_override
315,7,40000,36,template_chinese_crossover+ev_override
315,10,20000,24,template_chinese_crossover+ev_override
315,11,10000,12,template_chinese_crossover+ev_override
315,13,40000,,template_chinese_crossover+ev_override
315,14,60000,,template_chinese_crossover+ev_override
315,15,80000,,template_chinese_crossover+ev_override
315,23,,48,template_chinese_crossover+ev_override
315,25,,12,template_chinese_crossover+ev_override
315,26,,12,template_chinese_crossover+ev_override
315,28,10000,12,template_chinese_crossover+ev_override
315,29,30000,,template_chinese_crossover+ev_override
315,30,20000,,template_chinese_crossover+ev_override
315,31,,6,template_chinese_crossover+ev_override
315,32,,24,template_chinese_crossover+ev_override
316,2,60000,48,template_chinese_passenger+ev_override
316,4,60000,48,template_chinese_passenger+ev_override
316,5,40000,24,template_chinese_passenger+ev_override
316,10,20000,24,template_chinese_passenger+ev_override
316,11,10000,12,template_chinese_passenger+ev_override
316,13,40000,,template_chinese_passenger+ev_override
316,14,60000,,template_chinese_passenger+ev_override
316,15,80000,,template_chinese_passenger+ev_override
316,23,,48,template_chinese_passenger+ev_override
316,25,,12,template_chinese_passenger+ev_override
316,26,,12,template_chinese_passenger+ev_override
316,28,10000,12,template_chinese_passenger+ev_override
316,30,20000,,template_chinese_passenger+ev_override
316,31,,6,template_chinese_passenger+ev_override
316,32,,24,template_chinese_passenger+ev_override
317,2,60000,48,template_chinese_crossover+ev_override
317,4,60000,48,template_chinese_crossover+ev_override
317,5,40000,24,template_chinese_crossover+ev_override
317,7,40000,36,template_chinese_crossover+ev_override
317,10,20000,24,template_chinese_crossover+ev_override
317,11,10000,12,template_chinese_crossover+ev_override
317,13,40000,,template_chinese_crossover+ev_override
317,14,60000,,template_chinese_crossover+ev_override
317,15,80000,,template_chinese_crossover+ev_override
317,23,,48,template_chinese_crossover+ev_override
317,25,,12,template_chinese_crossover+ev_override
317,26,,12,template_chinese_crossover+ev_override
317,28,10000,12,template_chinese_crossover+ev_override
317,29,30000,,template_chinese_crossover+ev_override
317,30,20000,,template_chinese_crossover+ev_override
317,31,,6,template_chinese_crossover+ev_override
317,32,,24,template_chinese_crossover+ev_override
318,2,60000,48,template_chinese_crossover+ev_override
318,4,60000,48,template_chinese_crossover+ev_override
318,5,40000,24,template_chinese_crossover+ev_override
318,7,40000,36,template_chinese_crossover+ev_override
318,10,20000,24,template_chinese_crossover+ev_override
318,11,10000,12,template_chinese_crossover+ev_override
318,13,40000,,template_chinese_crossover+ev_override
318,14,60000,,template_chinese_crossover+ev_override
318,15,80000,,template_chinese_crossover+ev_override
318,23,,48,template_chinese_crossover+ev_override
318,25,,12,template_chinese_crossover+ev_override
318,26,,12,template_chinese_crossover+ev_override
318,28,10000,12,template_chinese_crossover+ev_override
318,29,30000,,template_chinese_crossover+ev_override
318,30,20000,,template_chinese_crossover+ev_override
318,31,,6,template_chinese_crossover+ev_override
318,32,,24,template_chinese_crossover+ev_override
319,2,60000,48,template_chinese_passenger+ev_override
319,4,60000,48,template_chinese_passenger+ev_override
319,5,40000,24,template_chinese_passenger+ev_override
319,10,20000,24,template_chinese_passenger+ev_override
319,11,10000,12,template_chinese_passenger+ev_override
319,13,40000,,template_chinese_passenger+ev_override
319,14,60000,,template_chinese_passenger+ev_override
319,15,80000,,template_chinese_passenger+ev_override
319,23,,48,template_chinese_passenger+ev_override
319,25,,12,template_chinese_passenger+ev_override
319,26,,12,template_chinese_passenger+ev_override
319,28,10000,12,template_chinese_passenger+ev_override
319,30,20000,,template_chinese_passenger+ev_override
319,31,,6,template_chinese_passenger+ev_override
319,32,,24,template_chinese_passenger+ev_override
320,2,60000,48,template_chinese_passenger+ev_override
320,4,60000,48,template_chinese_passenger+ev_override
320,5,40000,24,template_chinese_passenger+ev_override
320,10,20000,24,template_chinese_passenger+ev_override
320,11,10000,12,template_chinese_passenger+ev_override
320,13,40000,,template_chinese_passenger+ev_override
320,14,60000,,template_chinese_passenger+ev_override
320,15,80000,,template_chinese_passenger+ev_override
320,23,,48,template_chinese_passenger+ev_override
320,25,,12,template_chinese_passenger+ev_override
320,26,,12,template_chinese_passenger+ev_override
320,28,10000,12,template_chinese_passenger+ev_override
320,30,20000,,template_chinese_passenger+ev_override
320,31,,6,template_chinese_passenger+ev_override
320,32,,24,template_chinese_passenger+ev_override
321,1,10000,12,template_chinese_crossover
321,2,60000,48,template_chinese_crossover
321,4,60000,48,template_chinese_crossover
321,5,40000,24,template_chinese_crossover
321,7,40000,36,template_chinese_crossover
321,9,10000,12,template_chinese_crossover
321,10,20000,24,template_chinese_crossover
321,11,10000,12,template_chinese_crossover
321,12,40000,48,template_chinese_crossover
321,13,40000,,template_chinese_crossover
321,14,60000,,template_chinese_crossover
321,15,80000,,template_chinese_crossover
321,19,80000,60,template_chinese_crossover
321,20,80000,,template_chinese_crossover
321,21,60000,60,template_chinese_crossover
321,23,,48,template_chinese_crossover
321,25,,12,template_chinese_crossover
321,26,,12,template_chinese_crossover
321,28,10000,12,template_chinese_crossover
321,29,30000,,template_chinese_crossover
321,30,20000,,template_chinese_crossover
321,31,,6,template_chinese_crossover
321,32,,24,template_chinese_crossover
322,1,10000,12,template_chinese_crossover
322,2,60000,48,template_chinese_crossover
322,4,60000,48,template_chinese_crossover
322,5,40000,24,template_chinese_crossover
322,7,40000,36,template_chinese_crossover
322,9,10000,12,template_chinese_crossover
322,10,20000,24,template_chinese_crossover
322,11,10000,12,template_chinese_crossover
322,12,40000,48,template_chinese_crossover
322,13,40000,,template_chinese_crossover
322,14,60000,,template_chinese_crossover
322,15,80000,,template_chinese_crossover
322,19,80000,60,template_chinese_crossover
322,20,80000,,template_chinese_crossover
322,21,60000,60,template_chinese_crossover
322,23,,48,template_chinese_crossover
322,25,,12,template_chinese_crossover
322,26,,12,template_chinese_crossover
322,28,10000,12,template_chinese_crossover
322,29,30000,,template_chinese_crossover
322,30,20000,,template_chinese_crossover
322,31,,6,template_chinese_crossover
322,32,,24,template_chinese_crossover
323,1,10000,12,template_chinese_passenger
323,2,60000,48,template_chinese_passenger
323,4,60000,48,template_chinese_passenger
323,5,40000,24,template_chinese_passenger
323,9,10000,12,template_chinese_passenger
323,10,20000,24,template_chinese_passenger
323,11,10000,12,template_chinese_passenger
323,12,40000,48,template_chinese_passenger
323,13,40000,,template_chinese_passenger
323,14,60000,,template_chinese_passenger
323,15,80000,,template_chinese_passenger
323,19,80000,60,template_chinese_passenger
323,20,80000,,template_chinese_passenger
323,21,60000,60,template_chinese_passenger
323,23,,48,template_chinese_passenger
323,25,,12,template_chinese_passenger
323,26,,12,template_chinese_passenger
323,28,10000,12,template_chinese_passenger
323,30,20000,,template_chinese_passenger
323,31,,6,template_chinese_passenger
323,32,,24,template_chinese_passenger
324,1,10000,12,template_chinese_passenger
324,2,60000,48,template_chinese_passenger
324,4,60000,48,template_chinese_passenger
324,5,40000,24,template_chinese_passenger
324,9,10000,12,template_chinese_passenger
324,10,20000,24,template_chinese_passenger
324,11,10000,12,template_chinese_passenger
324,12,40000,48,template_chinese_passenger
324,13,40000,,template_chinese_passenger
324,14,60000,,template_chinese_passenger
324,15,80000,,template_chinese_passenger
324,19,80000,60,template_chinese_passenger
324,20,80000,,template_chinese_passenger
